Your Input	WormBase Gene ID	Public Name	Species	Biotype	Sequence Name	Other Name	Expr_pattern Tissue	Genomic Study Tissue	Gene Ontology Association
WBGene00009696	WBGene00009696	F44F1.4	Caenorhabditis elegans	protein_coding_gene	F44F1.4	CELE_F44F1.4	N.A.	ABalappaap, ABalpppapa, ABplpppapa, ABplppppap, ABpraaaapa, ABprpapppa, ABprpppapa, ABprppppap, AFD, anterior arcade cell, ASER, AVA, AVK, excretory cell, F cell, NSM, RMED, somatic gonad precursor, U cell, VA12	"autophagy", "cytoplasm"
WBGene00009697	WBGene00009697	F44F1.5	Caenorhabditis elegans	pseudogene	F44F1.5	CELE_F44F1.5	N.A.	somatic gonad precursor	N.A.
WBGene00009698	WBGene00009698	F44F1.6	Caenorhabditis elegans	protein_coding_gene	F44F1.6	CELE_F44F1.6	N.A.	ABalaaaarl, ABalaaaarr, ABalpapaap, ABalpapppa, ABalpppapa, ABaraapapp, ABaraappaa, ABaraapppp, ABarapappa, ABarappaap, ABarpaaa, ABplaapaaa, ABplaapaap, ABplpaapap, ABplppppap, ABplpppppp, ABpraaaapa, ABpraapaaa, ABpraapaap, ABprpaapap, ABprppppap, ABprpppppp, ADE, AQR, BAG, body wall muscle cell, CEP, coelomocyte, dopaminergic neuron, FLP, germ line, IL1 neuron, IL2 neuron, MSpaaapa, OLL, OLQ, oocyte, PDE, PHA, PHB, PQR, PVR	"autophagy", "cytoplasm"
WBGene00009700	WBGene00009700	lurp-1	Caenorhabditis elegans	protein_coding_gene	F44F4.1	CELE_F44F4.1	head neuron, intestine, nerve ring, nervous system, tail neuron, ventral cord neuron	AIML, ALA, ALM, ALML, AS neuron, AS1, AVJL, AVM, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB neuron, DB1, DB2, DVA, head mesodermal cell, I4 neuron, male gonadal cell, neuron, NSM, OLL, OLLL, pharyngeal epithelial cell, PLM, PLML, PLMR, PVM, PVPL, PVPR, PVT, RIML, RIMR, RMDDL, RMDDR, RMDL, RMDR, RMDVL, RMDVR, RMHL, VB1, VD neuron, VD3, VD4, VD5, VD6, VD7	"membrane"
WBGene00009701	WBGene00009701	egg-3	Caenorhabditis elegans	protein_coding_gene	F44F4.2	CELE_F44F4.2	N.A.	ABaraapapp, ABaraapppp, anterior arcade cell, g1AL, g1AR, g1P, germ line, germline precursor cell, marginal cell, pharyngeal neuron, pharyngeal-intestinal valve, pm1, pm2, pm3, pm4, pm5, pm8, Psub3, rect_D, RICL	"cell cortex", "cortical actin cytoskeleton organization", "cytoplasm", "eggshell formation", "oocyte maturation", "polar body extrusion after meiotic divisions", "positive regulation of protein localization to cell cortex", "protein binding", "protein dephosphorylation", "protein kinase binding", "protein tyrosine phosphatase activity"
WBGene00009702	WBGene00009702	F44F4.3	Caenorhabditis elegans	protein_coding_gene	F44F4.3	CELE_F44F4.3	N.A.	AMshL, anterior hypodermis, arc ant V, AVA, B cell, dorsal uterine cell, dorso-rectal ganglion, excretory system, germ line, germline precursor cell, hyp11, hyp12, hyp2, hyp8, hypodermis, OLQshDL, PDA, PHshL, PHso1L, rectal epithelial cell, RID, seam cell, sensory neuron, somatic gonad precursor, tail hypodermis, vulC, Y cell, Z1, Z4	"membrane"
WBGene00009703	WBGene00009703	F44F4.8	Caenorhabditis elegans	transposable_element_gene	F44F4.8	N.A.	N.A.	N.A.	N.A.
WBGene00009704	WBGene00009704	F44F4.9	Caenorhabditis elegans	protein_coding_gene	F44F4.9	CELE_F44F4.9	N.A.	germ line	"membrane"
WBGene00009705	WBGene00009705	F44F4.10	Caenorhabditis elegans	protein_coding_gene	F44F4.10	CELE_F44F4.10	N.A.	germ line, male, PVQL	N.A.
WBGene00009706	WBGene00009706	argk-1	Caenorhabditis elegans	protein_coding_gene	F44G3.2	CELE_F44G3.2	IL socket cell, intestine, OL socket cell	ABalapppaa, coelomocyte, germ line, intestine, mc3, OLL, PVD, SIBDL, SIBDR, SIBVL, SIBVR	"arginine kinase activity", "ATP binding", "ATP metabolic process", "catalytic activity", "creatine kinase activity", "extracellular space", "generation of precursor metabolites and energy", "kinase activity", "nucleotide binding", "phosphocreatine biosynthetic process", "transferase activity", "transferase activity, transferring phosphorus-containing groups"
WBGene00009707	WBGene00009707	srxa-16	Caenorhabditis elegans	protein_coding_gene	F44G3.5	CELE_F44G3.5	N.A.	neuron, PVS	"membrane"
WBGene00009708	WBGene00009708	F44G3.7	Caenorhabditis elegans	protein_coding_gene	F44G3.7	CELE_F44G3.7	N.A.	germ line, male, NSM	"extracellular space", "membrane"
WBGene00009709	WBGene00009709	fbxa-144	Caenorhabditis elegans	protein_coding_gene	F44G3.8	CELE_F44G3.8	N.A.	ALM, AVA, dorsal uterine cell, germ line, PLM	N.A.
WBGene00009710	WBGene00009710	clc-11	Caenorhabditis elegans	protein_coding_gene	F44G3.10	CELE_F44G3.10	N.A.	AMshL, dopaminergic neuron, head mesodermal cell, intestine, sensory neuron	"innate immune response", "membrane"
WBGene00009711	WBGene00009711	F44G4.1	Caenorhabditis elegans	protein_coding_gene	F44G4.1	CELE_F44G4.1	N.A.	AVA, body wall muscle cell, germ line, intestine, neuron	"maturation of 5.8S rRNA", "maturation of LSU-rRNA", "nucleolus", "preribosome, large subunit precursor", "rRNA binding", "rRNA primary transcript binding", "rRNA processing"
WBGene00009712	WBGene00009712	ndub-2	Caenorhabditis elegans	protein_coding_gene	F44G4.2	2J289, CELE_F44G4.2	N.A.	anchor cell, germ line, muscle cell, neuron, NSM	"membrane", "mitochondrial inner membrane", "mitochondrial respiratory chain complex I assembly", "mitochondrion", "respiratory chain complex I"
WBGene00009713	WBGene00009713	F44G4.3	Caenorhabditis elegans	protein_coding_gene	F44G4.3	CELE_F44G4.3	N.A.	arcade cell, body wall muscle cell, germ line, marginal cell, oocyte, pharyngeal-intestinal valve cell, pm7	"membrane"
WBGene00009714	WBGene00009714	F44G4.5	Caenorhabditis elegans	protein_coding_gene	F44G4.5	CELE_F44G4.5	N.A.	germ line, male	N.A.
WBGene00009715	WBGene00009715	F44G4.6	Caenorhabditis elegans	protein_coding_gene	F44G4.6	CELE_F44G4.6	N.A.	anal depressor muscle, anal sphincter muscle, AVAL, AVBL, body wall muscle cell, head mesodermal cell, head muscle, muscle cell, neuron, uterine muscle, VC neuron, VC1, VC4	"membrane"
WBGene00009716	WBGene00009716	F44G4.7	Caenorhabditis elegans	protein_coding_gene	F44G4.7	CELE_F44G4.7	N.A.	ADF, ADFL, ADFR, ADL, ADLL, ADLR, anchor cell, ASEL, ASER, ASG, ASGL, ASGR, ASH, ASHL, ASHR, ASIL, ASIR, ASJ, ASJL, ASJR, ASKL, ASKR, AWAL, AWAR, AWC-OFF, AWCL, AWCR, neuron, PHA, PHAL, PHB, PHBL, sensory neuron	N.A.
WBGene00009717	WBGene00009717	dep-1	Caenorhabditis elegans	protein_coding_gene	F44G4.8	CELE_F44G4.8	P5.p hermaphrodite, P5.pa, P5.paa, P5.pap, P5.pp, P5.ppa, P5.ppp, P6.p hermaphrodite, P7.p hermaphrodite, P7.pa, P7.paa, P7.pap, P7.pp, P7.ppa, P7.ppp	ABalpapaap, ABarappaap, ABplpaaaap, ABplpaapap, ABplpppapa, ABplppppap, ABprpaaaap, ABprpaapap, ABprpppapa, ABprppppap, ADE sheath cell, ADE socket cell, AIAL, amphid sheath cell, amphid socket cell, arc ant V, ASER, ASJ, AWA, B cell, CEP socket cell, cephalic sheath cell, Excretory duct, excretory pore, F cell, GLR, GLRDL, GLRDR, GLRL, GLRR, GLRVL, GLRVR, head mesodermal cell, hyp3, IL sheath cell, IL socket cell, mc2DL, mc2DR, mc2V, MSpppaaa, neuron, NSM, OL sheath cell, OL socket cell, OLL, PDE sheath cell, PDE socket cell, phasmid sheath cell, phasmid socket cell, PHB, pm6, pm7, PVD, RIS, sensory neuron, somatic gonad precursor, U cell, VA12, VB2, Y cell, Z1, Z4	"axon guidance", "developmental process", "hydrolase activity", "membrane", "phosphatase activity", "phosphoprotein phosphatase activity", "positive regulation of vulval development", "protein dephosphorylation", "protein tyrosine phosphatase activity", "signal transduction", "vulval cell fate specification"
WBGene00009720	WBGene00009720	idpp-3	Caenorhabditis elegans	protein_coding_gene	F45B8.3	CELE_F45B8.3	N.A.	AINL, AINR, AVDL, AVDR, Excretory duct, excretory pore	"protein binding"
WBGene00009721	WBGene00009721	F45D3.1	Caenorhabditis elegans	protein_coding_gene	F45D3.1	CELE_F45D3.1	N.A.	AMsoL, AMsoR, germ line	N.A.
WBGene00009722	WBGene00009722	F45D3.2	Caenorhabditis elegans	protein_coding_gene	F45D3.2	CELE_F45D3.2	body wall musculature	ABplaapaaa, ABpraapaaa, AIYL, AIYR, AIZL, AIZR, AS2, AS3, ASER, body wall musculature, DVA, head mesodermal cell, hermaphrodite-specific anatomical entity, hyp3, hypodermis, I6 neuron, intestine, neuron, NSML, OLL, PLM, PVD, RIAL, RIAR, sensory neuron, VB1, VD neuron	"DNA binding"
WBGene00009723	WBGene00009723	F45D3.3	Caenorhabditis elegans	protein_coding_gene	F45D3.3	CELE_F45D3.3	N.A.	AFD, AFDL, anchor cell, ASEL, AWC-OFF, AWC-ON, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, germline precursor cell, hyp11, hyp12, hyp8, hypodermis, intestine, PLM, somatic gonad precursor, tail hypodermis	N.A.
WBGene00009724	WBGene00009724	F45D3.4	Caenorhabditis elegans	protein_coding_gene	F45D3.4	CELE_F45D3.4	N.A.	AFD, anterior arcade cell, anterior hypodermis, ASEL, ASER, AWC-OFF, AWC-ON, B cell, body wall musculature, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, dorsal uterine cell, excretory system, germline precursor cell, hyp11, hyp12, hyp2, hyp8, hypodermis, ILshDL, intestine, male-specific anatomical entity, neuron, OLL, OLQshDL, PLM, PVD, rectal epithelial cell, somatic gonad precursor, tail hypodermis, ventral cord blast cell, vulC, Y cell	N.A.
WBGene00009725	WBGene00009725	F45E6.1	Caenorhabditis elegans	protein_coding_gene	F45E6.1	CELE_F45E6.1	N.A.	coelomocyte	N.A.
WBGene00009726	WBGene00009726	tbc-13	Caenorhabditis elegans	protein_coding_gene	F45E6.3	CELE_F45E6.3	hypodermis, intestine	anchor cell, DD neuron, GLR, MSaapapa, MSpapapa, neuron, PLM	"cytoplasm", "GTPase activator activity", "intracellular protein transport"
WBGene00009727	WBGene00009727	lips-1	Caenorhabditis elegans	protein_coding_gene	F45E6.4	CELE_F45E6.4	N.A.	AFD, ALM, ALML, ASER, AVJL, AVJR, AVM, BAGL, IL1 neuron, IL1L, neuron, OLL, OLLL, OLQDL, OLQVL, PDEL, PLM, PLML, PLMR, PVM	"hydrolase activity", "lipase activity", "lipid catabolic process"
WBGene00009728	WBGene00009728	sdz-19	Caenorhabditis elegans	protein_coding_gene	F45E6.6	CELE_F45E6.6	N.A.	AVK, AVL, g1P, hypodermis, intestine	"negative regulation of vulval development"
WBGene00009729	WBGene00009729	F45E10.2	Caenorhabditis elegans	protein_coding_gene	F45E10.2	CELE_F45E10.2	N.A.	ABalaaaarl, ABalaaaarr, ABalpapaap, ABarappaap, ABplpaaaap, ABplpappaa, ABprpaaaap, AFD, ALM, ALML, ALMR, AVM, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, germline precursor cell, neuron, oocyte, PLM, PLML, PLMR, PVCL, PVM, RIA, RICL, sensory neuron, somatic gonad precursor	"membrane", "transmembrane transport", "transmembrane transporter activity"
WBGene00009730	WBGene00009730	myo-6	Caenorhabditis elegans	protein_coding_gene	F45G2.2	CELE_F45G2.2	N.A.	AFD, AVAL, AVAR, AVBL, AVL, body wall muscle cell, DVB, muscle cell, pharyngeal epithelial cell, pharyngeal muscle cell, pharynx, pm1, pm2, pm3, pm4, pm6, pm7, RIA, RIAL, RIAR, RMED, RMEL, RMEV	"actin binding", "actin filament binding", "ATP binding", "cytoplasm", "cytoskeletal motor activity", "intracellular membraneless organelle", "microfilament motor activity", "muscle contraction", "myosin complex", "myosin filament", "myosin II complex", "nucleotide binding", "sarcomere organization"
WBGene00009731	WBGene00009731	exo-1	Caenorhabditis elegans	protein_coding_gene	F45G2.3	CELE_F45G2.3	N.A.	B cell, germ line, germline precursor cell, gon_male_dtc anterior, gon_male_dtc posterior, intestine, MSaapaapa, MSpapaapa, Q cell, Z1.p, Z4.a	"5'-3' DNA exonuclease activity", "5'-flap endonuclease activity", "catalytic activity", "DNA binding", "DNA damage response", "DNA recombination", "DNA repair", "exonuclease activity", "hydrolase activity", "metal ion binding", "mismatch repair", "nuclease activity", "nucleus"
WBGene00009732	WBGene00009732	cope-1	Caenorhabditis elegans	protein_coding_gene	F45G2.4	CELE_F45G2.4	N.A.	AVK, ccAL, ccAR, ccD, ccDL, ccDR, ccPL, ccPR, germ line, GLRDL, GLRDR, GLRL, GLRR, GLRVL, GLRVR, head mesodermal cell, MSpppaaa, PLM, Q cell, VC1, VC2, VC3, VC4, VC5, VC6	"COPI vesicle coat", "COPI-coated vesicle membrane", "cytoplasm", "cytoplasmic vesicle", "endoplasmic reticulum to Golgi vesicle-mediated transport", "Golgi apparatus", "Golgi membrane", "intra-Golgi vesicle-mediated transport", "membrane", "mitochondrion", "protein transport", "retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum", "structural molecule activity", "vesicle-mediated transport"
WBGene00009733	WBGene00009733	F45G2.7	Caenorhabditis elegans	protein_coding_gene	F45G2.7	CELE_F45G2.7	N.A.	ABalapppaa, AVA, AVD, AVE, AVG, DA neuron, germ line, germline precursor cell, I5 neuron, PVC, retrovesicular ganglion, RIM, SAB, VA neuron	N.A.
WBGene00009734	WBGene00009734	F45G2.8	Caenorhabditis elegans	protein_coding_gene	F45G2.8	CELE_F45G2.8	N.A.	ABplpppaaa, ABprpppaaa, AVK, body wall muscle cell, germ line, Q cell	"membrane", "mitochondrial inner membrane", "mitochondrion", "protein import into mitochondrial matrix", "protein transport", "TIM23 mitochondrial import inner membrane translocase complex"
WBGene00009735	WBGene00009735	F45G2.9	Caenorhabditis elegans	protein_coding_gene	F45G2.9	CELE_F45G2.9	N.A.	AVK, body wall muscle cell, Caapa, germ line, MSpaaaaa, Q cell	"methylation", "methyltransferase activity", "mitochondrion", "RNA methylation", "rRNA (uridine-2'-O-)-methyltransferase activity", "rRNA methylation", "rRNA processing", "transferase activity"
WBGene00009736	WBGene00009736	ciao-2B	Caenorhabditis elegans	protein_coding_gene	F45G2.10	CELE_F45G2.10	N.A.	body wall muscle cell, germ line, germline precursor cell, intestine, Q cell	"chromosome segregation", "cytosolic [4Fe-4S] assembly targeting complex", "protein binding", "protein maturation"
WBGene00009738	WBGene00009738	hecw-1	Caenorhabditis elegans	protein_coding_gene	F45H7.6	CELE_F45H7.6	ALNL, ALNR, head neuron, OLLL, OLLR, PLNL, PLNR, SMBDL, SMBDR, SMBVL, SMBVR, SMDDL, SMDDR, SMDVL, SMDVR	AFD, ALNL, AS neuron, AS1, AS10, AS11, AS2, AS3, AS4, AS5, AS6, AS7, AS8, AS9, Caaaaa, Caaaap, Caaapa, Caaapp, Caappd, Cpaaaa, Cpaaap, Cpaapa, Cpaapp, Cpapaa, Cpapap, Cpappd, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB neuron, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DVC, GABAergic neuron, germ line, head mesodermal cell, I4 neuron, I5 neuron, lumbar ganglion, M4 neuron, male, neuron, OLL, OLLL, PDB, PLNL, PVD, retrovesicular ganglion, RID, SAB, SABD, SABVL, SDQL, sensory neuron, VA neuron, VA1, VA10, VA11, VA12, VA2, VA3, VA4, VB1, VB2, VB3, VB4, VB5, VB6, VB7, VB8, VB9, VD neuron	"cytoplasm", "protein ubiquitination", "regulation of defense response to bacterium", "regulation of dendrite morphogenesis", "transferase activity", "ubiquitin protein ligase activity", "ubiquitin-dependent protein catabolic process", "ubiquitin-protein transferase activity"
WBGene00009739	WBGene00009739	F45H10.2	Caenorhabditis elegans	protein_coding_gene	F45H10.2	CELE_F45H10.2	N.A.	ASER, dopaminergic neuron, GLRL, GLRVL, head mesodermal cell, hypodermis, intestine, OLL, PVD	"membrane", "mitochondrial electron transport, ubiquinol to cytochrome c", "mitochondrial inner membrane", "mitochondrion", "respiratory chain complex III"
WBGene00009740	WBGene00009740	ndua-7	Caenorhabditis elegans	protein_coding_gene	F45H10.3	CELE_F45H10.3	N.A.	AFD, germ line, GLR, GLRL, GLRVL, head mesodermal cell, NSM	"ATP synthesis coupled electron transport", "membrane", "mitochondrial electron transport, NADH to ubiquinone", "mitochondrial inner membrane", "mitochondrion", "respiratory chain complex I"
WBGene00009741	WBGene00009741	drr-1	Caenorhabditis elegans	protein_coding_gene	F45H10.4	CELE_F45H10.4	N.A.	head mesodermal cell, intestine, OLL, pharyngeal muscle cell, PVD, rect_D, rectal gland cell	"membrane"
WBGene00009742	WBGene00009742	F45H10.5	Caenorhabditis elegans	protein_coding_gene	F45H10.5	CELE_F45H10.5	N.A.	ABplapaaapa, ABprapaaapa, ADAL, ADEL, AVKL, AVL, body wall muscle cell, CEPDL, CEPVL, dopaminergic neuron, DVC, FLPL, head mesodermal cell, IL1 neuron, IL1DL, IL1DR, IL1L, IL1VL, neuron, OLLL, PDEL, PHCL, PVM, PVR, RIAL, RIH, RMGL, sensory neuron, URADL, URADR, URYDL, ventral nerve cord	"membrane"
WBGene00009743	WBGene00009743	sptf-1	Caenorhabditis elegans	protein_coding_gene	F45H11.1	CELE_F45H11.1	ASJL, ASJR, head neuron, intestinal cell, pharyngeal cell, rectal epithelial cell, seam cell	ABalaapppa, ABalapaapa, ABalppappa, ABalpppapa, ABalpppppa, ABalpppppp, ABalppppppa, ABalppppppp, ABarappppa, ABplpaaaaa, ABplpppapa, ABpraaaapa, ABpraaappa, ABpraaappp, ABpraaapppa, ABpraaapppp, ABprpaaaaa, ABprpppapa, ADE, ADF, ADL, AFD, anchor cell, anterior hypodermis, AQR, ASE, ASG, ASH, ASI, ASIL, ASIR, ASJ, ASJL, ASJR, ASK, AWA, AWB, AWC, BAG, CEP, DB1, dorsal uterine cell, DVA, FLP, G2, hermaphrodite-specific anatomical entity, hypodermis, IL1 neuron, IL2 neuron, male gonadal cell, neuron, OLL, OLQ, OLQshDL, PDE, PHA, pharynx, PHB, PQR, PVR, VB1, VC neuron, VC1, VC2, VC3, VC4, VC5, VC6, W cell	"metal ion binding", "neuron differentiation", "positive regulation of gene expression", "zinc ion binding"
WBGene00009744	WBGene00009744	hpo-35	Caenorhabditis elegans	protein_coding_gene	F45H11.3	CELE_F45H11.3	N.A.	AVK, germ line	N.A.
WBGene00009745	WBGene00009745	cox-19	Caenorhabditis elegans	protein_coding_gene	F45H11.5	CELE_F45H11.5	N.A.	germ line, intestine, muscle cell, NSM, oocyte, somatic gonad precursor	"cytoplasm", "mitochondrial cytochrome c oxidase assembly", "mitochondrial intermembrane space"
WBGene00009746	WBGene00009746	F46A8.3	Caenorhabditis elegans	protein_coding_gene	F46A8.3	CELE_F46A8.3	N.A.	body wall muscle cell, DA neuron, I5 neuron, retrovesicular ganglion, SAB, VA neuron	"carbohydrate binding", "galactoside binding"
WBGene00009747	WBGene00009747	F46A8.4	Caenorhabditis elegans	protein_coding_gene	F46A8.4	CELE_F46A8.4	N.A.	N.A.	"carbohydrate binding", "galactoside binding"
WBGene00009748	WBGene00009748	F46A8.5	Caenorhabditis elegans	protein_coding_gene	F46A8.5	CELE_F46A8.5	N.A.	male	"carbohydrate binding", "galactoside binding"
WBGene00009749	WBGene00009749	F46A8.6	Caenorhabditis elegans	protein_coding_gene	F46A8.6	CELE_F46A8.6	N.A.	germ line, male	N.A.
WBGene00009750	WBGene00009750	F46A8.7	Caenorhabditis elegans	protein_coding_gene	F46A8.7	CELE_F46A8.7	N.A.	AFD, ASER, neuron, sensory neuron	N.A.
WBGene00009751	WBGene00009751	F46A8.8	Caenorhabditis elegans	protein_coding_gene	F46A8.8	CELE_F46A8.8	N.A.	ASHL, AWBL, BAGL, BAGR, DVA, germ line, I2L, male, male gonadal cell	"carbohydrate binding", "galactoside binding"
WBGene00009752	WBGene00009752	F46A8.9	Caenorhabditis elegans	pseudogene	F46A8.9	CELE_F46A8.9	N.A.	AIAL, AIYL, AIYR, AVJL, RIBL, RIGL, RIML, RMDL, SABD, SABVL, VA neuron, VA1, VA12, VA3, VD neuron, VD12	N.A.
WBGene00009753	WBGene00009753	scrm-6	Caenorhabditis elegans	protein_coding_gene	F46A8.10	CELE_F46A8.10	N.A.	amphid sheath cell, germ line, male, seam cell	"phospholipid scramblase activity", "plasma membrane phospholipid scrambling", "plasma membrane", "protein binding"
WBGene00009754	WBGene00009754	F46A9.1	Caenorhabditis elegans	protein_coding_gene	F46A9.1	CELE_F46A9.1	N.A.	germ line, male, RIS, sensory neuron, sperm	N.A.
WBGene00009755	WBGene00009755	F46A9.2	Caenorhabditis elegans	protein_coding_gene	F46A9.2	CELE_F46A9.2	N.A.	male	N.A.
WBGene00009756	WBGene00009756	F46B3.1	Caenorhabditis elegans	protein_coding_gene	F46B3.1	CELE_F46B3.1	N.A.	NSM	"innate immune response"
WBGene00009757	WBGene00009757	F46B3.2	Caenorhabditis elegans	pseudogene	F46B3.2	CELE_F46B3.2	N.A.	ADEL, AVKL, dopaminergic neuron, PDEL, sensory neuron, URADL, URADR	N.A.
WBGene00009758	WBGene00009758	ttr-11	Caenorhabditis elegans	protein_coding_gene	F46B3.3	CELE_F46B3.3	DVA, excretory gland cell, HSNL, HSNR, hyp10	DA neuron, I5 neuron, retrovesicular ganglion, SAB, VA neuron	"cell surface", "extracellular region"
WBGene00009759	WBGene00009759	ttr-12	Caenorhabditis elegans	protein_coding_gene	F46B3.4	CELE_F46B3.4	N.A.	germ line	"cell surface", "extracellular region"
WBGene00009760	WBGene00009760	F46B3.7	Caenorhabditis elegans	protein_coding_gene	F46B3.7	CELE_F46B3.7	N.A.	AIML, AVK, AVKL, germline precursor cell, hypodermis	N.A.
WBGene00009761	WBGene00009761	F46B3.8	Caenorhabditis elegans	protein_coding_gene	F46B3.8	CELE_F46B3.8	N.A.	N.A.	N.A.
WBGene00009762	WBGene00009762	F46B3.9	Caenorhabditis elegans	protein_coding_gene	F46B3.9	CELE_F46B3.9	N.A.	N.A.	N.A.
WBGene00009763	WBGene00009763	srz-18	Caenorhabditis elegans	protein_coding_gene	F46B3.11	CELE_F46B3.11	N.A.	anchor cell, neuron	"membrane"
